source;sheet;row;code;resolved_factory;inn;name;output;status;changed;applied;problems
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;68;658-512978-2;"АО ""Звезда-Редуктор"", ИНН 7811564963";7811564963;"Электростанция дизельная; электрической мощностью 1000 кВт, частотой 50 Гц; степень автоматизации  (третья); с ДГУ в отечественном исполнении; с номинальным напряжением 0,4 кВ; без распределительного устройства; с электрическим типом системы запуска; с автономным предпусковым подогревателем охлаждающей жидкости; с возможностью параллельной работы; режим работы  аварийный; без системы утилизации тепла; с комплектацией счетчиком топлива с индикацией по месту и вычислителем; с прибором учета выработанной электроэнергии; без выносного пульта управления; в сейсмостойком исполнении; климатического исполнения УХЛ (для умеренного и холодного климата), категория размещения 1 (на открытом воздухе согласно ГОСТ 15150-69 (табл. 2). ДЭС-1000-О-0,4-3-G2-0-Э-ПЖ-Р3-А-0-СУт1-УЭ-0-0-0-С-УХЛ-1 по типу ТУ 2711-001-05756754-2024 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.4401.107-ЭМ.ТОЛ (изм.2). Масса-30, т.";"Электростанция дизельная; электрической мощностью 1000 кВт, частотой 50 Гц; степень автоматизации (третья); с ДГУ в отечественном исполнении; с номинальным напряжением 0,4 кВ; без распределительного устройства; с электрическим типом системы запуска; с автономным предпусковым подогревателем охлаждающей жидкости; с возможностью параллельной работы; режим работы аварийный; без системы утилизации тепла; с комплектацией счетчиком топлива с индикацией по месту и вычислителем; с прибором учета выработанной электроэнергии; без выносного пульта управления; в сейсмостойком исполнении; климатического исполнения УХЛ (для умеренного и холодного климата), категория размещения 1 (на открытом воздухе согласно ГОСТ 15150-69 (табл. 2). ДЭС-1000-О-0,4-3-G2-0-Э-ПЖ-Р3-А-0-СУт1-УЭ-0-0-0-С-УХЛ-1 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.4401.107-ЭМ.ТОЛ (изм.2). Масса-30, т";ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;529;643-457521;"ООО ""ПТИМАШ"", ИНН 7302021384";7302021384;Ресивер азота V-10м.куб., Рр-1,0МПа ЕМЕ Э 5095.00.000 по типу ТУ 3615-002-25435667-2011, комплектация по обосновывающему документу: 0092.049.Р.13/1.0004.УКПГ.045.1029.100-ТХ.ОЛ4 инв.№018932/0004№ 50-01/АВ-004001 от 5 февраля 2025 г. п. 11. Масса-2,7 т.;Ресивер азота V-10м.куб., Рр-1,0МПа ЕМЕ Э 5095.00.000, комплектация по обосновывающему документу: 0092.049.Р.13/1.0004.УКПГ.045.1029.100-ТХ.ОЛ4 инв.№018932/0004№ 50-01/АВ-004001 от 5 февраля 2025 г. п. 11. Масса-2,7 т;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;2183;19-438342-С;"ООО ""ПК ""Визуальные технологии"", ИНН 5024150815";5024150815;"Знак ""Закрепление трассы газопровода на местности"" А18.Г1.О.Кр.Мо.O108-3400 (с дополнительным плакатом)А17.Г1 по типу ТУ 236730-002-39859684-2024.";"Знак ""Закрепление трассы газопровода на местности"" А18.Г1.О.Кр.Мо.O108-3400 (с дополнительным плакатом)А17.Г1";ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1868;19-423267-С;"ООО ""ГенПроВектор"", Россия, г. Нижний Новгород, ИНН 3257032024, КПП 526101001, info@gp-v.ru";3257032024;Колодец канализационный полиэтиленовый DN 1400мм по типу ТУ 22.29.29-003-29503638-2022 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.2406.000-НК2.ОЛ2 инв.№10180134.;Колодец канализационный полиэтиленовый DN 1400мм комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.2406.000-НК2.ОЛ2 инв.№10180134;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1496;678-238798;"АО ""Чебоксарский Электроаппаратный завод"", ИНН 2128000600";2128000600;Ящик с понижающим разделительным трансформатором типа ОСР, 220/12В, IP54 ЯТПВ-0,25-1А УХЛ3 БКЖИ.650300.00 по типу ТУ№ 50-023-022184 от 23 мая 2023 г. п. 4. Масса-0,0145 т.;Ящик с понижающим разделительным трансформатором типа ОСР, 220/12В, IP54 ЯТПВ-0,25-1А УХЛ3 № 50-023-022184 от 23 мая 2023 г. п. 4. Масса-0,0145 т;ЗЕЛЁНЫЙ;True;БКЖИ.;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1834;644-120457;"ООО ПКП ""ГазПремиум"", Россия, г.Саратов, ИНН 6452951387, КПП 645201001, gaz-premium@mail.ru";6452951387;Регистр двухрядный из четырех  гладких труб 108х3 длиной 1,5 м, в комплекте с опорами и экраном, с покрытием АРМОКОТ F100 ( цвет серый 0009000 RAL D2 DESIGN) по ТУ 2312-009-23354769-2008 РГТ-2-108х3-1,5м-4-ОП-Э,  по типу ТУ 4936-001-69441315-11. Масса-0,132 т.;Регистр двухрядный из четырех гладких труб 108х3 длиной 1,5 м, в комплекте с опорами и экраном, с покрытием АРМОКОТ F100 ( цвет серый 0009000 RAL D2 DESIGN) по РГТ-2-108х3-1,5м-4-ОП-Э, Масса-0,132 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;509;649-451354;"ООО ""Импульс"", Россия, г. Пенза, ИНН 5836313260, КПП 583601001, info@impulspnz.ru";5836313260;Система бесперебойного питания МРЦУ.436133.001 по типу ТУ Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЭЛ.006.0000.000-КЛС.ОЛ инв.№021128/0004. Масса-0,65 т.;Система бесперебойного питания Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЭЛ.006.0000.000-КЛС.ОЛ инв.№021128/0004. Масса-0,65 т;ЗЕЛЁНЫЙ;True;МРЦУ.;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;542;648-468805-1;"ООО ""Инициатива"", ИНН 7716050936";7716050936;Пункт секционирования ПСС-10-м ТУ 3414-001-40244947-2008 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЭЛ.002.4703.000-ЭВ.ОЛ2 (изм.1) инв.№013184/0004.;Пункт секционирования Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЭЛ.002.4703.000-ЭВ.ОЛ2 (изм.1) инв.№013184/0004;ЗЕЛЁНЫЙ;True;ПСС-10-М;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2453;629-179797;"ООО ""КБ Пожарной Автоматики"", ИНН 6452063705";6452063705;Метка адресная Эридан для извещателя пожарного ручного взрывозащищенного МАЭ-Р-R2, ПАСН.423149.070 по типу ТУ№ 50-01/РЧ-028403 от 26 ноября 2019 г. п. 42. Масса-0,000016 т.;Метка адресная Эридан для извещателя пожарного ручного взрывозащищенного МАЭ-Р-R2, ПАСН.423149.070 № 50-01/РЧ-028403 от 26 ноября 2019 г. п. 42. Масса-0,000016 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1110;604-471846-Ш;"ООО ""Протей Технологии"" (ООО ""Протей ТЛ""), ИНН 7802862459";7802862459;"Шефмонтажные работы. Комплект видеокамеры промышленного телевидения стационарной купольной для внутренней установки (0град.С ... +50град.С); разрешение-2МП; угол обзора - 30...90град.; объектив 2.7 -13.5 мм; питание по ""PoE""; потребляемая мощность - не более 10 Вт; в комплекте с потолочным креплением. ПАМР.463437.001 ТУ.";"Шефмонтажные работы. Комплект видеокамеры промышленного телевидения стационарной купольной для внутренней установки (0град.С... +50град.С); разрешение-2МП; угол обзора - 30...90град.; объектив 2.7 -13.5 мм; питание по ""PoE""; потребляемая мощность - не более 10 Вт; в комплекте с потолочным креплением. ПАМР.463437.001";ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;925;604-462731-Ш;"ООО ""Элком +"", Россия, г.Томск, ИНН 7019013550, КПП 701701001, tomsk@elcomplus.ru";7019013550;"Шефмонтажные работы. Станция базовая периферийная, в составе: один ретранслятор с двумя приемопередатчиками и один ретранслятор с одним приемопередатчиком стандарта DMR российского производства, 6 логических каналов, 146-174 МГц; комбайнер; дуплексный фильтр; селективная распредпанель; вводная распред-панель питания; коммутатор; питание -48V DC; инвертор 48\220; телекоммуникационный шкаф 19"", сейсмостойкий, 42U (600х800х2000); комплект монтажный, лицензия на подключение к АПК ""Radiusip.RU""; комплект антенно-фидерных устройств в составе: антенна дипольная, два петлевых диполя цельноспаянные с сумматором, 136-174 МГц (D2-VHF) -1шт; грозоразрядник -1шт; коаксиальный кабель 7/8"" -100м; крепежные устройства для кабеля 7/8"" - 150 шт; комплект герметизации разъемов -1шт; разъем для кабеля 7/8"" -2шт; комплект заземления для кабеля 7/8"" -4шт; коаксиальный кабель 3/8"" -10м; разъем для кабеля 3/8"" -2шт ЛКЦМ.464421.RMU-6V-N-IN-S-210.1, по типу ТУ 26.30.23-004-36294750-2018. Масса-0 т.";"Шефмонтажные работы. Станция базовая периферийная, в составе: один ретранслятор с двумя приемопередатчиками и один ретранслятор с одним приемопередатчиком стандарта DMR российского производства, 6 логических каналов, 146-174 МГц; комбайнер; дуплексный фильтр; селективная распредпанель; вводная распред-панель питания; коммутатор; питание -48V DC; инвертор 48\220; телекоммуникационный шкаф 19"", сейсмостойкий, 42U (600х800х2000); комплект монтажный, лицензия на подключение к АПК ""Radiusip.RU""; комплект антенно-фидерных устройств в составе: антенна дипольная, два петлевых диполя цельноспаянные с сумматором, 136-174 МГц (D2-VHF) -1шт; грозоразрядник -1шт; коаксиальный кабель 7/8"" -100м; крепежные устройства для кабеля 7/8"" - 150 шт; комплект герметизации разъемов -1шт; разъем для кабеля 7/8"" -2шт; комплект заземления для кабеля 7/8"" -4шт; коаксиальный кабель 3/8"" -10м; разъем для кабеля 3/8"" -2шт, Масса-0 т";ЗЕЛЁНЫЙ;True;ЛКЦМ.;
