Код Autodocs;Завод;Исходное;v15;Статус;KEEP loss;Idempotence fail;Residual confirmed;Референс
169175;"ООО ""Русоптикком"", Россия, Москва";Кросс оптический КН-8 8SC/МM-8SC/PC-МM/50;Кросс оптический КН-8 8SC/МM-8SC/PC-МM/50;ЖЁЛТЫЙ;False;False;;Кросс оптический КН-8 8SC/МM-8SC/PC-МM/50
270340;ООО “Аппаратурщик” , Россия, д. Слобода;Стакан 8 ГОСТ 9147-80;Стакан 8 ГОСТ 9147-80;ЗЕЛЁНЫЙ;False;False;;Стакан 8 ГОСТ 9147-80
183223;"ООО ""ДЖИЛЕКС"", Россия, г.Климовск";Насос-автомат Q=60 л/мин, H=35 м Джамбо 60/35 Н-24 ТУ 3468-001-61533394-2014;Насос-автомат Q=60 л/мин, H=35 м Джамбо 60/35 Н-24;ЗЕЛЁНЫЙ;False;False;;Насос-автомат Q=60 л/мин, H=35 м Джамбо 60/35 Н-24
25313;"ООО ""Гагарин-Инжиниринг"" (ООО ""Гагаринский машиностроительный завод""), ИНН 6723019614";Переход К-159х4,5-133х4 ГОСТ 17378-2001;Переход К-159х4,5-133х4 ГОСТ 17378-2001;ЗЕЛЁНЫЙ;False;False;;Переход К-159х4,5-133х4 ГОСТ 17378-2001
433372;"ООО ""Группа компании ""Саником"", Россия, г. Москва, ИНН 7724419293, КПП 772301001, mail@santehnica.ru";Кабина душевая Timo Premium Helka H-515 R 120х90х220 код товара: 141359;Кабина душевая Timo Premium Helka H-515 R 120х90х220 код товара: 141359;ЗЕЛЁНЫЙ;False;False;;Кабина душевая Timo Premium Helka H-515 R 120х90х220 код товара: 141359
440187;"ООО ""ВЕДЖВУД"", ИНН 9719024487";Плита бетонная тротуарная В.8.П.8, 225х150х80, цвет Carmen red, класс бетона В30 Бельпассо премио Stone top ГОСТ-17608-2017;Плита бетонная тротуарная В.8.П.8, 225х150х80, цвет Carmen red, класс бетона В30 Бельпассо премио Stone top ГОСТ-17608-2017;ЗЕЛЁНЫЙ;False;False;;Плита бетонная тротуарная В.8.П.8, 225х150х80, цвет Carmen red, класс бетона В30 Бельпассо премио Stone top ГОСТ-17608-2017
103458;"АО ""Глазовский завод ""Металлист""";Тиски слесарные модернизированные. Ширина губок, мм- 200. Габариты, мм- 555х230х261 ТСМ 200 ГОСТ 4045-75;Тиски слесарные модернизированные. Ширина губок, мм- 200. Габариты, мм- 555х230х261 ТСМ 200 ГОСТ 4045-75;ЗЕЛЁНЫЙ;False;False;;Тиски слесарные модернизированные. Ширина губок, мм- 200. Габариты, мм- 555х230х261 ТСМ 200 ГОСТ 4045-75
345919;"ООО ""ПАУЭРМАСТЕР"", ИНН 7743596650";"Комплект разгонщиков фланцевых соединений в составе: SW15TEMAX Разгонщик фланцев гидравлический, Максикомплект, 31т - 1шт.; SW9TМ Разгонщик фланцев механический, Максикомплект, 9.4т - 2шт. Серия SW ТУ 4140-001-17422805-2014";"Комплект разгонщиков фланцевых соединений в составе: SW15TEMAX Разгонщик фланцев гидравлический, Максикомплект, 31т - 1шт.; SW9TМ Разгонщик фланцев механический, Максикомплект, 9.4т - 2шт. Серия SW";ЗЕЛЁНЫЙ;False;False;;"Комплект разгонщиков фланцевых соединений в составе: SW15TEMAX Разгонщик фланцев гидравлический, Максикомплект, 31т - 1шт.; SW9TМ Разгонщик фланцев механический, Максикомплект, 9.4т - 2шт. Серия SW"
94166;"ЗАО ""ОЛДИ"" , ИНН 7719044994";Ноутбук защищенный, технология Intel® Core™ i5 vPro™, процессор Intel® Core i5-3320M vPro™, 2,6 ГГц, макс. 3.3 ГГц с технологией Intel® Turbo Boost, Intel® HD Graphics 4000i, 14-дюймовый TFT LCD HD дисплей (1366 x 768), 4 Гб DDR3, расширяемая до 8 Гб, сенсорный дисплей, габаритные размеры, мм: 348х258х49 Getac S400;Ноутбук защищенный, технология Intel® Core™ i5 vPro™, процессор Intel® Core i5-3320M vPro™, 2,6 ГГц, макс. 3.3 ГГц с технологией Intel® Turbo Boost, Intel® HD Graphics 4000i, 14-дюймовый TFT LCD HD дисплей (1366 x 768), 4 Гб DDR3, расширяемая до 8 Гб, сенсорный дисплей, габаритные размеры, мм: 348х258х49 Getac S400;ЗЕЛЁНЫЙ;False;False;;Ноутбук защищенный, технология Intel® Core™ i5 vPro™, процессор Intel® Core i5-3320M vPro™, 2,6 ГГц, макс. 3.3 ГГц с технологией Intel® Turbo Boost, Intel® HD Graphics 4000i, 14-дюймовый TFT LCD HD дисплей (1366 x 768), 4 Гб DDR3, расширяемая до 8 Гб, сенсорный дисплей, габаритные размеры, мм: 348х258х49 Getac S400
307447;"ООО Завод дозировочной техники ""Ареопаг"", Россия, Санкт-Петебург";Станция распределения МЭГ БНДР-Э-ПГ-8000/275-К3-172 комплектация по обосновывающему документу 4646РД/БТК.00.Р.02.УКПГ.000.19.Т.ОЛ1 (изм.4) инв.№10142494;Станция распределения МЭГ БНДР-Э-ПГ-8000/275-К3-172 комплектация по обосновывающему документу 4646РД/БТК.00.Р.02.УКПГ.000.19.Т.ОЛ1 (изм.4) инв.№10142494;ЗЕЛЁНЫЙ;False;False;;Станция распределения МЭГ БНДР-Э-ПГ-8000/275-К3-172 комплектация по обосновывающему документу 4646РД/БТК.00.Р.02.УКПГ.000.19.Т.ОЛ1 (изм.4) инв.№10142494
247558;"ОАО ""Пергам-Инжиниринг"", Россия, Москва";Анализатор влажности, корпус: NEMA 4X IP67, рабочая температура: от –10°C до 50°C, клавиатура: 25-клавишная, прорезиненная, тактильная мембранная, габаритные размеры, мм: 238х138х38 РМ880 Комплектация по обосновывающему документу. 4570РД2-7-1.00.Р.03.ЛПУ.4.1.ХЛ.ОЛ5 инв.№10083272;Анализатор влажности, корпус: NEMA 4X IP67, рабочая температура: от –10°C до 50°C, клавиатура: 25-клавишная, прорезиненная, тактильная мембранная, габаритные размеры, мм: 238х138х38 РМ880 Комплектация по обосновывающему документу. 4570РД2-7-1.00.Р.03.ЛПУ.4.1.ХЛ.ОЛ5 инв.№10083272;ЗЕЛЁНЫЙ;False;False;;Анализатор влажности, корпус: NEMA 4X IP67, рабочая температура: от –10°C до 50°C, клавиатура: 25-клавишная, прорезиненная, тактильная мембранная, габаритные размеры, мм: 238х138х38 РМ880 Комплектация по обосновывающему документу. 4570РД2-7-1.00.Р.03.ЛПУ.4.1.ХЛ.ОЛ5 инв.№10083272
86655;"ООО ""Донкабель"", Россия, г.Пролетарск";Кабель 4х(2х1,0)э Герда-КВКнг(А) ТУ 3581-019-76960731-2010;Кабель 4х(2х1,0)э;ЗЕЛЁНЫЙ;False;False;;Кабель 4х(2х1,0)э
526579;"ООО ""АИР-ГАЗ"", ИНН 1660341866";Соединение неразъемное полиэтилен-сталь НСПС 63х57 ПЭ100 ГАЗ SDR 13,6;Соединение неразъемное полиэтилен-сталь НСПС 63х57 ПЭ100 ГАЗ SDR 13,6;ЗЕЛЁНЫЙ;False;False;;Соединение неразъемное полиэтилен-сталь НСПС 63х57 ПЭ100 ГАЗ SDR 13,6
314957;"ООО ТКФ ""Медтроник"", Россия, г. Москва, ИНН 7710269680, КПП 773101001, mail@medtronik.ru";Установка стоматологическая Sirona INTEGO;Установка стоматологическая Sirona INTEGO;ЗЕЛЁНЫЙ;False;False;;Установка стоматологическая Sirona INTEGO
472930;"ООО ""АВТОФУРГОН"", ИНН 7727391550";Автобус пассажирский. Габариты, мм - 5990х2098х2645 Sollers Atlant Комплектация по обосновывающему документу 0108.152.001.Р.0004.653.0000.0000.000-ТХВ.ОЛ31 инв.№046821/0004;Автобус пассажирский. Габариты, мм - 5990х2098х2645 Sollers Atlant Комплектация по обосновывающему документу 0108.152.001.Р.0004.653.0000.0000.000-ТХВ.ОЛ31 инв.№046821/0004;ЗЕЛЁНЫЙ;False;False;;Автобус пассажирский. Габариты, мм - 5990х2098х2645 Sollers Atlant Комплектация по обосновывающему документу 0108.152.001.Р.0004.653.0000.0000.000-ТХВ.ОЛ31 инв.№046821/0004
217430;"ООО ""Металлдизайн"", Россия, Санкт-Петербург";Платформа нагревательная, размер нагреваемой поверхности, мм: 310х200, материал рабочей поверхности: стеклокерамика, напряжение питания, В: 220, потребляемая мощность, кВт: 2,2, габаритные размеры, мм: 460х360х200 ПМД 2002 арт. 802002;Платформа нагревательная, размер нагреваемой поверхности, мм: 310х200, материал рабочей поверхности: стеклокерамика, напряжение питания, В: 220, потребляемая мощность, кВт: 2,2, габаритные размеры, мм: 460х360х200 ПМД 2002;ЗЕЛЁНЫЙ;False;False;;Платформа нагревательная, размер нагреваемой поверхности, мм: 310х200, материал рабочей поверхности: стеклокерамика, напряжение питания, В: 220, потребляемая мощность, кВт: 2,2, габаритные размеры, мм: 460х360х200 ПМД 2002
528750;"ООО ""РУСГЕОТЕХ"", ИНН 9729105086";Обеспечение программное ПТК ИГТМ Комплектация по обосновывающему документу 0349.032.Р.0/0.0004.УКПГ.0003.0000.000-ГТМ.ОЛ7 (изм.2);Обеспечение программное ПТК ИГТМ Комплектация по обосновывающему документу 0349.032.Р.0/0.0004.УКПГ.0003.0000.000-ГТМ.ОЛ7 (изм.2);ЗЕЛЁНЫЙ;False;False;;Обеспечение программное ПТК ИГТМ Комплектация по обосновывающему документу 0349.032.Р.0/0.0004.УКПГ.0003.0000.000-ГТМ.ОЛ7 (изм.2)
